Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value,Mean Disparity Value (Focus Group),region
2021,Kansas,Employment,Unable to work,34.9,Employed or Self,15.1,2.3,2.575,Midwest
2021,Kansas,Employment,Unable to work,34.9,Homemaker or Student,10.4,3.4,2.575,Midwest
2021,Kansas,Employment,Unable to work,34.9,Retired,9.9,3.5,2.575,Midwest
2021,Kansas,Employment,Unable to work,34.9,Unemployed,32.7,1.1,2.575,Midwest
2021,Kansas,Employment,Unemployed,32.7,Employed or Self,15.1,2.2,2.375,Midwest
2021,Kansas,Employment,Unemployed,32.7,Homemaker or Student,10.4,3.1,2.375,Midwest
2021,Kansas,Employment,Unemployed,32.7,Retired,9.9,3.3,2.375,Midwest
2021,Kansas,Employment,Unemployed,32.7,Unable to work,34.9,0.9,2.375,Midwest
2021,Kentucky,Employment,Employed or Self,18.6,Homemaker or Student,16.2,1.1,0.925,South
2021,Kentucky,Employment,Employed or Self,18.6,Retired,12.4,1.5,0.925,South
2021,Kentucky,Employment,Employed or Self,18.6,Unable to work,34.9,0.5,0.925,South
2021,Kentucky,Employment,Employed or Self,18.6,Unemployed,32.5,0.6,0.925,South
2021,Kentucky,Employment,Homemaker or Student,16.2,Employed or Self,18.6,0.9,0.8,South
2021,Kentucky,Employment,Homemaker or Student,16.2,Retired,12.4,1.3,0.8,South
2021,Kentucky,Employment,Homemaker or Student,16.2,Unable to work,34.9,0.5,0.8,South
2021,Kentucky,Employment,Homemaker or Student,16.2,Unemployed,32.5,0.5,0.8,South
2021,Kentucky,Employment,Retired,12.4,Employed or Self,18.6,0.7,0.575,South
2021,Kentucky,Employment,Retired,12.4,Homemaker or Student,16.2,0.8,0.575,South
2021,Kentucky,Employment,Retired,12.4,Unable to work,34.9,0.4,0.575,South
2021,Kentucky,Employment,Retired,12.4,Unemployed,32.5,0.4,0.575,South
2021,Kentucky,Employment,Unable to work,34.9,Employed or Self,18.6,1.9,2,South
2021,Kentucky,Employment,Unable to work,34.9,Homemaker or Student,16.2,2.2,2,South
2021,Kentucky,Employment,Unable to work,34.9,Retired,12.4,2.8,2,South
2021,Kentucky,Employment,Unable to work,34.9,Unemployed,32.5,1.1,2,South
2021,Kentucky,Employment,Unemployed,32.5,Employed or Self,18.6,1.7,1.8,South
2021,Kentucky,Employment,Unemployed,32.5,Homemaker or Student,16.2,2,1.8,South
2021,Kentucky,Employment,Unemployed,32.5,Retired,12.4,2.6,1.8,South
2021,Kentucky,Employment,Unemployed,32.5,Unable to work,34.9,0.9,1.8,South
2021,Louisiana,Employment,Employed or Self,18.5,Homemaker or Student,14,1.3,0.975,South
2021,Louisiana,Employment,Employed or Self,18.5,Retired,12.4,1.5,0.975,South
2021,Louisiana,Employment,Employed or Self,18.5,Unable to work,31,0.6,0.975,South
2021,Louisiana,Employment,Employed or Self,18.5,Unemployed,35.2,0.5,0.975,South
2021,Louisiana,Employment,Homemaker or Student,14,Employed or Self,18.5,0.8,0.7,South
2021,Louisiana,Employment,Homemaker or Student,14,Retired,12.4,1.1,0.7,South
2021,Louisiana,Employment,Homemaker or Student,14,Unable to work,31,0.5,0.7,South
2021,Louisiana,Employment,Homemaker or Student,14,Unemployed,35.2,0.4,0.7,South
2021,Louisiana,Employment,Retired,12.4,Employed or Self,18.5,0.7,0.6,South
2021,Louisiana,Employment,Retired,12.4,Homemaker or Student,14,0.9,0.6,South
2021,Louisiana,Employment,Retired,12.4,Unable to work,31,0.4,0.6,South
2021,Louisiana,Employment,Retired,12.4,Unemployed,35.2,0.4,0.6,South
2021,Louisiana,Employment,Unable to work,31,Employed or Self,18.5,1.7,1.825,South
2021,Louisiana,Employment,Unable to work,31,Homemaker or Student,14,2.2,1.825,South
2021,Louisiana,Employment,Unable to work,31,Retired,12.4,2.5,1.825,South
2021,Louisiana,Employment,Unable to work,31,Unemployed,35.2,0.9,1.825,South
2021,Louisiana,Employment,Unemployed,35.2,Employed or Self,18.5,1.9,2.075,South
2021,Louisiana,Employment,Unemployed,35.2,Homemaker or Student,14,2.5,2.075,South
2021,Louisiana,Employment,Unemployed,35.2,Retired,12.4,2.8,2.075,South
2021,Louisiana,Employment,Unemployed,35.2,Unable to work,31,1.1,2.075,South
2021,Maine,Employment,Employed or Self,14.9,Homemaker or Student,11.6,1.3,1,Northeast
2021,Maine,Employment,Employed or Self,14.9,Retired,8.1,1.8,1,Northeast
2021,Maine,Employment,Employed or Self,14.9,Unable to work,40.4,0.4,1,Northeast
2021,Maine,Employment,Employed or Self,14.9,Unemployed,30.1,0.5,1,Northeast
2021,Maine,Employment,Homemaker or Student,11.6,Employed or Self,14.9,0.8,0.725,Northeast
2021,Maine,Employment,Homemaker or Student,11.6,Retired,8.1,1.4,0.725,Northeast
2021,Maine,Employment,Homemaker or Student,11.6,Unable to work,40.4,0.3,0.725,Northeast
2021,Maine,Employment,Homemaker or Student,11.6,Unemployed,30.1,0.4,0.725,Northeast
2021,Maine,Employment,Retired,8.1,Employed or Self,14.9,0.5,0.425,Northeast
2021,Maine,Employment,Retired,8.1,Homemaker or Student,11.6,0.7,0.425,Northeast
2021,Maine,Employment,Retired,8.1,Unable to work,40.4,0.2,0.425,Northeast
2021,Maine,Employment,Retired,8.1,Unemployed,30.1,0.3,0.425,Northeast
2021,Maine,Employment,Unable to work,40.4,Employed or Self,14.9,2.7,3.125,Northeast
2021,Maine,Employment,Unable to work,40.4,Homemaker or Student,11.6,3.5,3.125,Northeast
2021,Maine,Employment,Unable to work,40.4,Retired,8.1,5,3.125,Northeast
2021,Maine,Employment,Unable to work,40.4,Unemployed,30.1,1.3,3.125,Northeast
2021,Maine,Employment,Unemployed,30.1,Employed or Self,14.9,2,2.25,Northeast
2021,Maine,Employment,Unemployed,30.1,Homemaker or Student,11.6,2.6,2.25,Northeast
2021,Maine,Employment,Unemployed,30.1,Retired,8.1,3.7,2.25,Northeast
2021,Maine,Employment,Unemployed,30.1,Unable to work,40.4,0.7,2.25,Northeast
2021,Maryland,Employment,Employed or Self,9.6,Homemaker or Student,4.2,2.3,1.075,South
2021,Maryland,Employment,Employed or Self,9.6,Retired,9.1,1.1,1.075,South
2021,Maryland,Employment,Employed or Self,9.6,Unable to work,24.1,0.4,1.075,South
2021,Maryland,Employment,Employed or Self,9.6,Unemployed,18.1,0.5,1.075,South
2021,Maryland,Employment,Homemaker or Student,4.2,Employed or Self,9.6,0.4,0.325,South
2021,Maryland,Employment,Homemaker or Student,4.2,Retired,9.1,0.5,0.325,South
2021,Maryland,Employment,Homemaker or Student,4.2,Unable to work,24.1,0.2,0.325,South
2021,Maryland,Employment,Homemaker or Student,4.2,Unemployed,18.1,0.2,0.325,South
2021,Maryland,Employment,Retired,9.1,Employed or Self,9.6,0.9,1,South
2021,Maryland,Employment,Retired,9.1,Homemaker or Student,4.2,2.2,1,South
2021,Maryland,Employment,Retired,9.1,Unable to work,24.1,0.4,1,South
2021,Maryland,Employment,Retired,9.1,Unemployed,18.1,0.5,1,South
2021,Maryland,Employment,Unable to work,24.1,Employed or Self,9.6,2.5,3.025,South
2021,Maryland,Employment,Unable to work,24.1,Homemaker or Student,4.2,5.7,3.025,South
2021,Maryland,Employment,Unable to work,24.1,Retired,9.1,2.6,3.025,South
2021,Maryland,Employment,Unable to work,24.1,Unemployed,18.1,1.3,3.025,South
2021,Maryland,Employment,Unemployed,18.1,Employed or Self,9.6,1.9,2.25,South
2021,Maryland,Employment,Unemployed,18.1,Homemaker or Student,4.2,4.3,2.25,South
2021,Maryland,Employment,Unemployed,18.1,Retired,9.1,2,2.25,South
2021,Maryland,Employment,Unemployed,18.1,Unable to work,24.1,0.8,2.25,South
2021,Massachusetts,Employment,Employed or Self,9.6,Homemaker or Student,5,1.9,0.975,Northeast
2021,Massachusetts,Employment,Employed or Self,9.6,Retired,8.7,1.1,0.975,Northeast
2021,Massachusetts,Employment,Employed or Self,9.6,Unable to work,29.3,0.3,0.975,Northeast
2021,Massachusetts,Employment,Employed or Self,9.6,Unemployed,16.1,0.6,0.975,Northeast
2021,Massachusetts,Employment,Homemaker or Student,5,Employed or Self,9.6,0.5,0.4,Northeast
2021,Massachusetts,Employment,Homemaker or Student,5,Retired,8.7,0.6,0.4,Northeast
2021,Massachusetts,Employment,Homemaker or Student,5,Unable to work,29.3,0.2,0.4,Northeast
2021,Massachusetts,Employment,Homemaker or Student,5,Unemployed,16.1,0.3,0.4,Northeast
2021,Massachusetts,Employment,Retired,8.7,Employed or Self,9.6,0.9,0.85,Northeast
2021,Massachusetts,Employment,Retired,8.7,Homemaker or Student,5,1.7,0.85,Northeast
2021,Massachusetts,Employment,Retired,8.7,Unable to work,29.3,0.3,0.85,Northeast
2021,Massachusetts,Employment,Retired,8.7,Unemployed,16.1,0.5,0.85,Northeast
2021,Massachusetts,Employment,Unable to work,29.3,Employed or Self,9.6,3.1,3.55,Northeast
2021,Massachusetts,Employment,Unable to work,29.3,Homemaker or Student,5,5.9,3.55,Northeast
2021,Massachusetts,Employment,Unable to work,29.3,Retired,8.7,3.4,3.55,Northeast
2021,Massachusetts,Employment,Unable to work,29.3,Unemployed,16.1,1.8,3.55,Northeast
2021,Massachusetts,Employment,Unemployed,16.1,Employed or Self,9.6,1.7,1.825,Northeast
2021,Massachusetts,Employment,Unemployed,16.1,Homemaker or Student,5,3.2,1.825,Northeast
2021,Massachusetts,Employment,Unemployed,16.1,Retired,8.7,1.9,1.825,Northeast
2021,Massachusetts,Employment,Unemployed,16.1,Unable to work,29.3,0.5,1.825,Northeast
2021,Michigan,Employment,Employed or Self,16.7,Homemaker or Student,11.6,1.4,1,Midwest
2021,Michigan,Employment,Employed or Self,16.7,Retired,11.2,1.5,1,Midwest
2021,Michigan,Employment,Employed or Self,16.7,Unable to work,34.2,0.5,1,Midwest
2021,Michigan,Employment,Employed or Self,16.7,Unemployed,28.2,0.6,1,Midwest
2021,Michigan,Employment,Homemaker or Student,11.6,Employed or Self,16.7,0.7,0.6,Midwest
2021,Michigan,Employment,Homemaker or Student,11.6,Retired,11.2,1,0.6,Midwest
2021,Michigan,Employment,Homemaker or Student,11.6,Unable to work,34.2,0.3,0.6,Midwest
2021,Michigan,Employment,Homemaker or Student,11.6,Unemployed,28.2,0.4,0.6,Midwest
2021,Michigan,Employment,Retired,11.2,Employed or Self,16.7,0.7,0.6,Midwest
2021,Michigan,Employment,Retired,11.2,Homemaker or Student,11.6,1,0.6,Midwest
2021,Michigan,Employment,Retired,11.2,Unable to work,34.2,0.3,0.6,Midwest
2021,Michigan,Employment,Retired,11.2,Unemployed,28.2,0.4,0.6,Midwest
2021,Michigan,Employment,Unable to work,34.2,Employed or Self,16.7,2,2.3,Midwest
2021,Michigan,Employment,Unable to work,34.2,Homemaker or Student,11.6,2.9,2.3,Midwest
2021,Michigan,Employment,Unable to work,34.2,Retired,11.2,3.1,2.3,Midwest
2021,Michigan,Employment,Unable to work,34.2,Unemployed,28.2,1.2,2.3,Midwest
2021,Michigan,Employment,Unemployed,28.2,Employed or Self,16.7,1.7,1.85,Midwest
2021,Michigan,Employment,Unemployed,28.2,Homemaker or Student,11.6,2.4,1.85,Midwest
2021,Michigan,Employment,Unemployed,28.2,Retired,11.2,2.5,1.85,Midwest
2021,Michigan,Employment,Unemployed,28.2,Unable to work,34.2,0.8,1.85,Midwest
2021,Minnesota,Employment,Employed or Self,13.4,Homemaker or Student,7.7,1.7,1,Midwest
2021,Minnesota,Employment,Employed or Self,13.4,Retired,9.3,1.4,1,Midwest
2021,Minnesota,Employment,Employed or Self,13.4,Unable to work,34.2,0.4,1,Midwest
2021,Minnesota,Employment,Employed or Self,13.4,Unemployed,24.7,0.5,1,Midwest
2021,Minnesota,Employment,Homemaker or Student,7.7,Employed or Self,13.4,0.6,0.475,Midwest
2021,Minnesota,Employment,Homemaker or Student,7.7,Retired,9.3,0.8,0.475,Midwest
2021,Minnesota,Employment,Homemaker or Student,7.7,Unable to work,34.2,0.2,0.475,Midwest
2021,Minnesota,Employment,Homemaker or Student,7.7,Unemployed,24.7,0.3,0.475,Midwest
2021,Minnesota,Employment,Retired,9.3,Employed or Self,13.4,0.7,0.65,Midwest
2021,Minnesota,Employment,Retired,9.3,Homemaker or Student,7.7,1.2,0.65,Midwest
2021,Minnesota,Employment,Retired,9.3,Unable to work,34.2,0.3,0.65,Midwest
2021,Minnesota,Employment,Retired,9.3,Unemployed,24.7,0.4,0.65,Midwest
2021,Minnesota,Employment,Unable to work,34.2,Employed or Self,13.4,2.6,3.025,Midwest
2021,Minnesota,Employment,Unable to work,34.2,Homemaker or Student,7.7,4.4,3.025,Midwest
2021,Minnesota,Employment,Unable to work,34.2,Retired,9.3,3.7,3.025,Midwest
2021,Minnesota,Employment,Unable to work,34.2,Unemployed,24.7,1.4,3.025,Midwest
2021,Minnesota,Employment,Unemployed,24.7,Employed or Self,13.4,1.8,2.1,Midwest
2021,Minnesota,Employment,Unemployed,24.7,Homemaker or Student,7.7,3.2,2.1,Midwest
2021,Minnesota,Employment,Unemployed,24.7,Retired,9.3,2.7,2.1,Midwest
2021,Minnesota,Employment,Unemployed,24.7,Unable to work,34.2,0.7,2.1,Midwest
2021,Mississippi,Employment,Employed or Self,18.7,Homemaker or Student,11.9,1.6,1,South
2021,Mississippi,Employment,Employed or Self,18.7,Retired,14.4,1.3,1,South
2021,Mississippi,Employment,Employed or Self,18.7,Unable to work,34.8,0.5,1,South
2021,Mississippi,Employment,Employed or Self,18.7,Unemployed,29.7,0.6,1,South
2021,Mississippi,Employment,Homemaker or Student,11.9,Employed or Self,18.7,0.6,0.525,South
2021,Mississippi,Employment,Homemaker or Student,11.9,Retired,14.4,0.8,0.525,South
2021,Mississippi,Employment,Homemaker or Student,11.9,Unable to work,34.8,0.3,0.525,South
2021,Mississippi,Employment,Homemaker or Student,11.9,Unemployed,29.7,0.4,0.525,South
2021,Mississippi,Employment,Retired,14.4,Employed or Self,18.7,0.8,0.725,South
2021,Mississippi,Employment,Retired,14.4,Homemaker or Student,11.9,1.2,0.725,South
2021,Mississippi,Employment,Retired,14.4,Unable to work,34.8,0.4,0.725,South
2021,Mississippi,Employment,Retired,14.4,Unemployed,29.7,0.5,0.725,South
2021,Mississippi,Employment,Unable to work,34.8,Employed or Self,18.7,1.9,2.1,South
2021,Mississippi,Employment,Unable to work,34.8,Homemaker or Student,11.9,2.9,2.1,South
2021,Mississippi,Employment,Unable to work,34.8,Retired,14.4,2.4,2.1,South
2021,Mississippi,Employment,Unable to work,34.8,Unemployed,29.7,1.2,2.1,South
2021,Mississippi,Employment,Unemployed,29.7,Employed or Self,18.7,1.6,1.775,South
2021,Mississippi,Employment,Unemployed,29.7,Homemaker or Student,11.9,2.5,1.775,South
2021,Mississippi,Employment,Unemployed,29.7,Retired,14.4,2.1,1.775,South
2021,Mississippi,Employment,Unemployed,29.7,Unable to work,34.8,0.9,1.775,South
2021,Missouri,Employment,Employed or Self,17.3,Homemaker or Student,6.8,2.5,1.25,Midwest
2021,Missouri,Employment,Employed or Self,17.3,Retired,11.3,1.5,1.25,Midwest
2021,Missouri,Employment,Employed or Self,17.3,Unable to work,37.5,0.5,1.25,Midwest
2021,Missouri,Employment,Employed or Self,17.3,Unemployed,34.3,0.5,1.25,Midwest
2021,Missouri,Employment,Homemaker or Student,6.8,Employed or Self,17.3,0.4,0.35,Midwest
2021,Missouri,Employment,Homemaker or Student,6.8,Retired,11.3,0.6,0.35,Midwest
2021,Missouri,Employment,Homemaker or Student,6.8,Unable to work,37.5,0.2,0.35,Midwest
2021,Missouri,Employment,Homemaker or Student,6.8,Unemployed,34.3,0.2,0.35,Midwest
2021,Missouri,Employment,Retired,11.3,Employed or Self,17.3,0.7,0.75,Midwest
2021,Missouri,Employment,Retired,11.3,Homemaker or Student,6.8,1.7,0.75,Midwest
2021,Missouri,Employment,Retired,11.3,Unable to work,37.5,0.3,0.75,Midwest
2021,Missouri,Employment,Retired,11.3,Unemployed,34.3,0.3,0.75,Midwest
2021,Missouri,Employment,Unable to work,37.5,Employed or Self,17.3,2.2,3.025,Midwest
2021,Missouri,Employment,Unable to work,37.5,Homemaker or Student,6.8,5.5,3.025,Midwest
2021,Missouri,Employment,Unable to work,37.5,Retired,11.3,3.3,3.025,Midwest
2021,Missouri,Employment,Unable to work,37.5,Unemployed,34.3,1.1,3.025,Midwest
2021,Missouri,Employment,Unemployed,34.3,Employed or Self,17.3,2,2.725,Midwest
2021,Missouri,Employment,Unemployed,34.3,Homemaker or Student,6.8,5,2.725,Midwest
2021,Missouri,Employment,Unemployed,34.3,Retired,11.3,3,2.725,Midwest
2021,Missouri,Employment,Unemployed,34.3,Unable to work,37.5,0.9,2.725,Midwest
2021,Montana,Employment,Employed or Self,13.8,Homemaker or Student,10.8,1.3,0.9,West
2021,Montana,Employment,Employed or Self,13.8,Retired,9,1.5,0.9,West
2021,Montana,Employment,Employed or Self,13.8,Unable to work,34.9,0.4,0.9,West
2021,Montana,Employment,Employed or Self,13.8,Unemployed,32.4,0.4,0.9,West
2021,Montana,Employment,Homemaker or Student,10.8,Employed or Self,13.8,0.8,0.65,West
2021,Montana,Employment,Homemaker or Student,10.8,Retired,9,1.2,0.65,West
2021,Montana,Employment,Homemaker or Student,10.8,Unable to work,34.9,0.3,0.65,West
2021,Montana,Employment,Homemaker or Student,10.8,Unemployed,32.4,0.3,0.65,West
2021,Montana,Employment,Retired,9,Employed or Self,13.8,0.7,0.525,West
2021,Montana,Employment,Retired,9,Homemaker or Student,10.8,0.8,0.525,West
2021,Montana,Employment,Retired,9,Unable to work,34.9,0.3,0.525,West
2021,Montana,Employment,Retired,9,Unemployed,32.4,0.3,0.525,West
2021,Montana,Employment,Unable to work,34.9,Employed or Self,13.8,2.5,2.675,West
2021,Montana,Employment,Unable to work,34.9,Homemaker or Student,10.8,3.2,2.675,West
2021,Montana,Employment,Unable to work,34.9,Retired,9,3.9,2.675,West
2021,Montana,Employment,Unable to work,34.9,Unemployed,32.4,1.1,2.675,West
2021,Montana,Employment,Unemployed,32.4,Employed or Self,13.8,2.3,2.45,West
2021,Montana,Employment,Unemployed,32.4,Homemaker or Student,10.8,3,2.45,West
2021,Montana,Employment,Unemployed,32.4,Retired,9,3.6,2.45,West
2021,Montana,Employment,Unemployed,32.4,Unable to work,34.9,0.9,2.45,West
2021,Nebraska,Employment,Employed or Self,13.5,Homemaker or Student,5.6,2.4,1.225,Midwest
2021,Nebraska,Employment,Employed or Self,13.5,Retired,8.1,1.7,1.225,Midwest
2021,Nebraska,Employment,Employed or Self,13.5,Unable to work,38,0.4,1.225,Midwest
2021,Nebraska,Employment,Employed or Self,13.5,Unemployed,30.3,0.4,1.225,Midwest
2021,Nebraska,Employment,Homemaker or Student,5.6,Employed or Self,13.5,0.4,0.35,Midwest
2021,Nebraska,Employment,Homemaker or Student,5.6,Retired,8.1,0.7,0.35,Midwest
2021,Nebraska,Employment,Homemaker or Student,5.6,Unable to work,38,0.1,0.35,Midwest
2021,Nebraska,Employment,Homemaker or Student,5.6,Unemployed,30.3,0.2,0.35,Midwest
2021,Nebraska,Employment,Retired,8.1,Employed or Self,13.5,0.6,0.625,Midwest
2021,Nebraska,Employment,Retired,8.1,Homemaker or Student,5.6,1.4,0.625,Midwest
2021,Nebraska,Employment,Retired,8.1,Unable to work,38,0.2,0.625,Midwest
2021,Nebraska,Employment,Retired,8.1,Unemployed,30.3,0.3,0.625,Midwest
2021,Nebraska,Employment,Unable to work,38,Employed or Self,13.5,2.8,3.9,Midwest
2021,Nebraska,Employment,Unable to work,38,Homemaker or Student,5.6,6.8,3.9,Midwest
2021,Nebraska,Employment,Unable to work,38,Retired,8.1,4.7,3.9,Midwest
2021,Nebraska,Employment,Unable to work,38,Unemployed,30.3,1.3,3.9,Midwest
2021,Nebraska,Employment,Unemployed,30.3,Employed or Self,13.5,2.2,3.025,Midwest
2021,Nebraska,Employment,Unemployed,30.3,Homemaker or Student,5.6,5.4,3.025,Midwest
2021,Nebraska,Employment,Unemployed,30.3,Retired,8.1,3.7,3.025,Midwest
2021,Nebraska,Employment,Unemployed,30.3,Unable to work,38,0.8,3.025,Midwest
2021,Nevada,Employment,Employed or Self,14.6,Homemaker or Student,10.6,1.4,0.925,West
2021,Nevada,Employment,Employed or Self,14.6,Retired,13.2,1.1,0.925,West
2021,Nevada,Employment,Employed or Self,14.6,Unable to work,32.3,0.5,0.925,West
2021,Nevada,Employment,Employed or Self,14.6,Unemployed,20.2,0.7,0.925,West
2021,Nevada,Employment,Homemaker or Student,10.6,Employed or Self,14.6,0.7,0.575,West
2021,Nevada,Employment,Homemaker or Student,10.6,Retired,13.2,0.8,0.575,West
2021,Nevada,Employment,Homemaker or Student,10.6,Unable to work,32.3,0.3,0.575,West
2021,Nevada,Employment,Homemaker or Student,10.6,Unemployed,20.2,0.5,0.575,West
2021,Nevada,Employment,Retired,13.2,Employed or Self,14.6,0.9,0.8,West
2021,Nevada,Employment,Retired,13.2,Homemaker or Student,10.6,1.2,0.8,West
2021,Nevada,Employment,Retired,13.2,Unable to work,32.3,0.4,0.8,West
2021,Nevada,Employment,Retired,13.2,Unemployed,20.2,0.7,0.8,West
2021,Nevada,Employment,Unable to work,32.3,Employed or Self,14.6,2.2,2.3,West
2021,Nevada,Employment,Unable to work,32.3,Homemaker or Student,10.6,3,2.3,West
2021,Nevada,Employment,Unable to work,32.3,Retired,13.2,2.4,2.3,West
2021,Nevada,Employment,Unable to work,32.3,Unemployed,20.2,1.6,2.3,West
2021,Nevada,Employment,Unemployed,20.2,Employed or Self,14.6,1.4,1.35,West
2021,Nevada,Employment,Unemployed,20.2,Homemaker or Student,10.6,1.9,1.35,West
2021,Nevada,Employment,Unemployed,20.2,Retired,13.2,1.5,1.35,West
2021,Nevada,Employment,Unemployed,20.2,Unable to work,32.3,0.6,1.35,West
2021,New Hampshire,Employment,Employed or Self,11.4,Homemaker or Student,7.4,1.5,0.925,Northeast
2021,New Hampshire,Employment,Employed or Self,11.4,Retired,8.3,1.4,0.925,Northeast
2021,New Hampshire,Employment,Employed or Self,11.4,Unable to work,26.2,0.4,0.925,Northeast
2021,New Hampshire,Employment,Employed or Self,11.4,Unemployed,30.3,0.4,0.925,Northeast
2021,New Hampshire,Employment,Homemaker or Student,7.4,Employed or Self,11.4,0.6,0.5,Northeast
2021,New Hampshire,Employment,Homemaker or Student,7.4,Retired,8.3,0.9,0.5,Northeast
2021,New Hampshire,Employment,Homemaker or Student,7.4,Unable to work,26.2,0.3,0.5,Northeast
2021,New Hampshire,Employment,Homemaker or Student,7.4,Unemployed,30.3,0.2,0.5,Northeast
2021,New Hampshire,Employment,Retired,8.3,Employed or Self,11.4,0.7,0.6,Northeast
2021,New Hampshire,Employment,Retired,8.3,Homemaker or Student,7.4,1.1,0.6,Northeast
2021,New Hampshire,Employment,Retired,8.3,Unable to work,26.2,0.3,0.6,Northeast
2021,New Hampshire,Employment,Retired,8.3,Unemployed,30.3,0.3,0.6,Northeast
2021,New Hampshire,Employment,Unable to work,26.2,Employed or Self,11.4,2.3,2.475,Northeast
2021,New Hampshire,Employment,Unable to work,26.2,Homemaker or Student,7.4,3.5,2.475,Northeast
2021,New Hampshire,Employment,Unable to work,26.2,Retired,8.3,3.2,2.475,Northeast
2021,New Hampshire,Employment,Unable to work,26.2,Unemployed,30.3,0.9,2.475,Northeast
2021,New Hampshire,Employment,Unemployed,30.3,Employed or Self,11.4,2.7,2.925,Northeast
2021,New Hampshire,Employment,Unemployed,30.3,Homemaker or Student,7.4,4.1,2.925,Northeast
2021,New Hampshire,Employment,Unemployed,30.3,Retired,8.3,3.7,2.925,Northeast
2021,New Hampshire,Employment,Unemployed,30.3,Unable to work,26.2,1.2,2.925,Northeast
2021,New Jersey,Employment,Employed or Self,9.8,Homemaker or Student,4.7,2.1,1.025,Northeast
2021,New Jersey,Employment,Employed or Self,9.8,Retired,9,1.1,1.025,Northeast
2021,New Jersey,Employment,Employed or Self,9.8,Unable to work,24,0.4,1.025,Northeast
2021,New Jersey,Employment,Employed or Self,9.8,Unemployed,21.5,0.5,1.025,Northeast
2021,New Jersey,Employment,Homemaker or Student,4.7,Employed or Self,9.8,0.5,0.35,Northeast
2021,New Jersey,Employment,Homemaker or Student,4.7,Retired,9,0.5,0.35,Northeast
2021,New Jersey,Employment,Homemaker or Student,4.7,Unable to work,24,0.2,0.35,Northeast
2021,New Jersey,Employment,Homemaker or Student,4.7,Unemployed,21.5,0.2,0.35,Northeast
2021,New Jersey,Employment,Retired,9,Employed or Self,9.8,0.9,0.9,Northeast
2021,New Jersey,Employment,Retired,9,Homemaker or Student,4.7,1.9,0.9,Northeast
2021,New Jersey,Employment,Retired,9,Unable to work,24,0.4,0.9,Northeast
2021,New Jersey,Employment,Retired,9,Unemployed,21.5,0.4,0.9,Northeast
2021,New Jersey,Employment,Unable to work,24,Employed or Self,9.8,2.4,2.825,Northeast
2021,New Jersey,Employment,Unable to work,24,Homemaker or Student,4.7,5.1,2.825,Northeast
2021,New Jersey,Employment,Unable to work,24,Retired,9,2.7,2.825,Northeast
2021,New Jersey,Employment,Unable to work,24,Unemployed,21.5,1.1,2.825,Northeast
2021,New Jersey,Employment,Unemployed,21.5,Employed or Self,9.8,2.2,2.525,Northeast
2021,New Jersey,Employment,Unemployed,21.5,Homemaker or Student,4.7,4.6,2.525,Northeast
2021,New Jersey,Employment,Unemployed,21.5,Retired,9,2.4,2.525,Northeast
2021,New Jersey,Employment,Unemployed,21.5,Unable to work,24,0.9,2.525,Northeast
2021,New Mexico,Employment,Employed or Self,13.2,Homemaker or Student,6,2.2,1.15,West
2021,New Mexico,Employment,Employed or Self,13.2,Retired,9.9,1.3,1.15,West
2021,New Mexico,Employment,Employed or Self,13.2,Unable to work,27.5,0.5,1.15,West
2021,New Mexico,Employment,Employed or Self,13.2,Unemployed,23,0.6,1.15,West
2021,New Mexico,Employment,Homemaker or Student,6,Employed or Self,13.2,0.5,0.4,West
2021,New Mexico,Employment,Homemaker or Student,6,Retired,9.9,0.6,0.4,West
2021,New Mexico,Employment,Homemaker or Student,6,Unable to work,27.5,0.2,0.4,West
2021,New Mexico,Employment,Homemaker or Student,6,Unemployed,23,0.3,0.4,West
2021,New Mexico,Employment,Retired,9.9,Employed or Self,13.2,0.8,0.825,West
2021,New Mexico,Employment,Retired,9.9,Homemaker or Student,6,1.7,0.825,West
2021,New Mexico,Employment,Retired,9.9,Unable to work,27.5,0.4,0.825,West
2021,New Mexico,Employment,Retired,9.9,Unemployed,23,0.4,0.825,West
2021,New Mexico,Employment,Unable to work,27.5,Employed or Self,13.2,2.1,2.675,West
2021,New Mexico,Employment,Unable to work,27.5,Homemaker or Student,6,4.6,2.675,West
2021,New Mexico,Employment,Unable to work,27.5,Retired,9.9,2.8,2.675,West
2021,New Mexico,Employment,Unable to work,27.5,Unemployed,23,1.2,2.675,West
2021,New Mexico,Employment,Unemployed,23,Employed or Self,13.2,1.7,2.15,West
2021,New Mexico,Employment,Unemployed,23,Homemaker or Student,6,3.8,2.15,West
2021,New Mexico,Employment,Unemployed,23,Retired,9.9,2.3,2.15,West
2021,New Mexico,Employment,Unemployed,23,Unable to work,27.5,0.8,2.15,West
2021,New York,Employment,Employed or Self,11.4,Homemaker or Student,7,1.6,1,Northeast
2021,New York,Employment,Employed or Self,11.4,Retired,9,1.3,1,Northeast
2021,New York,Employment,Employed or Self,11.4,Unable to work,25,0.5,1,Northeast
2021,New York,Employment,Employed or Self,11.4,Unemployed,19,0.6,1,Northeast
2021,New York,Employment,Homemaker or Student,7,Employed or Self,11.4,0.6,0.525,Northeast
2021,New York,Employment,Homemaker or Student,7,Retired,9,0.8,0.525,Northeast
